CurrentTime,Instance,Number,Spend_time,nb_nodes,nb_sub_nodes,Seed,Iter_Max,Cycle,Generation,Local_Best_Obj
20200311101450,MDG-b_1_n500_m50,0,501.789s,500,50,1583864114,1500,10,56,1162.87
20200311102314,MDG-b_1_n500_m50,1,508.14s,500,50,1583878597,1500,10,55,1066.44
20200311103144,MDG-b_1_n500_m50,2,507.164s,500,50,1583876786,1500,10,52,1074.92
20200311104013,MDG-b_1_n500_m50,3,508.252s,500,50,1583875426,1500,10,52,1148.13
20200311104842,MDG-b_1_n500_m50,4,501.866s,500,50,1583882681,1500,10,56,1107.84
20200311105706,MDG-b_1_n500_m50,5,508.727s,500,50,1583865765,1500,10,56,1131.77
20200311110536,MDG-b_1_n500_m50,6,507.431s,500,50,1583876586,1500,10,54,1091.6
20200311111405,MDG-b_1_n500_m50,7,502.231s,500,50,1583894242,1500,10,55,1118.54
20200311112229,MDG-b_1_n500_m50,8,501.31s,500,50,1583867993,1500,10,55,1082.77
20200311113052,MDG-b_1_n500_m50,9,513.42s,500,50,1583877845,1500,10,57,1109.99
20200311113927,MDG-b_2_n500_m50,0,501.149s,500,50,1583868064,1500,10,50,1046.19
20200311114750,MDG-b_2_n500_m50,1,508.123s,500,50,1583897432,1500,10,55,1117.18
20200311115620,MDG-b_2_n500_m50,2,500.711s,500,50,1583891159,1500,10,54,1080.11
20200311120442,MDG-b_2_n500_m50,3,500.785s,500,50,1583882576,1500,10,54,1107.29
20200311121304,MDG-b_2_n500_m50,4,512.242s,500,50,1583872722,1500,10,55,1099.58
20200311122138,MDG-b_2_n500_m50,5,503.282s,500,50,1583894847,1500,10,55,1119.86
20200311123003,MDG-b_2_n500_m50,6,504.929s,500,50,1583884278,1500,10,54,1097.03
20200311123830,MDG-b_2_n500_m50,7,502.209s,500,50,1583900950,1500,10,52,1067.44
20200311124654,MDG-b_2_n500_m50,8,503.188s,500,50,1583871696,1500,10,55,1090.93
20200311125518,MDG-b_2_n500_m50,9,510.958s,500,50,1583887031,1500,10,56,1091.01
20200311130351,MDG-b_3_n500_m50,0,506.875s,500,50,1583883698,1500,10,57,1040.27
20200311131220,MDG-b_3_n500_m50,1,505.462s,500,50,1583902691,1500,10,53,1099.73
20200311132047,MDG-b_3_n500_m50,2,510.612s,500,50,1583886978,1500,10,54,1091.68
20200311132919,MDG-b_3_n500_m50,3,501.09s,500,50,1583883656,1500,10,51,1097.42
20200311133742,MDG-b_3_n500_m50,4,506.391s,500,50,1583897227,1500,10,53,1142.31
20200311134610,MDG-b_3_n500_m50,5,501.577s,500,50,1583901217,1500,10,54,1120.75
20200311135433,MDG-b_3_n500_m50,6,500.622s,500,50,1583887989,1500,10,55,1061.96
20200311140256,MDG-b_3_n500_m50,7,502.376s,500,50,1583881546,1500,10,54,1106.86
20200311141120,MDG-b_3_n500_m50,8,508.43s,500,50,1583890749,1500,10,57,1111.07
20200311141950,MDG-b_3_n500_m50,9,502.712s,500,50,1583891382,1500,10,56,1016.82
20200311142814,MDG-b_4_n500_m50,0,510.037s,500,50,1583877209,1500,10,54,1078.01
20200311143646,MDG-b_4_n500_m50,1,500.228s,500,50,1583908202,1500,10,52,1094.33
20200311144508,MDG-b_4_n500_m50,2,501.118s,500,50,1583876783,1500,10,55,1065.44
20200311145331,MDG-b_4_n500_m50,3,500.623s,500,50,1583891372,1500,10,58,1099.06
20200311150153,MDG-b_4_n500_m50,4,504.555s,500,50,1583889420,1500,10,53,1138.96
20200311151019,MDG-b_4_n500_m50,5,503.302s,500,50,1583909615,1500,10,52,1143.55
20200311151844,MDG-b_4_n500_m50,6,503.038s,500,50,1583880278,1500,10,53,1101.65
20200311152708,MDG-b_4_n500_m50,7,506.431s,500,50,1583880765,1500,10,55,1090.8
20200311153537,MDG-b_4_n500_m50,8,500.51s,500,50,1583909992,1500,10,53,1124.19
20200311154359,MDG-b_4_n500_m50,9,505.326s,500,50,1583905582,1500,10,53,1053.05
20200311155226,MDG-b_5_n500_m50,0,504.733s,500,50,1583882401,1500,10,52,1118.76
20200311160052,MDG-b_5_n500_m50,1,505.538s,500,50,1583895267,1500,10,55,1134.09
20200311160919,MDG-b_5_n500_m50,2,506.337s,500,50,1583898375,1500,10,50,1170.22
20200311161747,MDG-b_5_n500_m50,3,506.489s,500,50,1583904076,1500,10,51,1116.22
20200311162615,MDG-b_5_n500_m50,4,502.309s,500,50,1583883612,1500,10,52,1112.36
20200311163439,MDG-b_5_n500_m50,5,500.6s,500,50,1583898610,1500,10,51,1081.51
20200311164302,MDG-b_5_n500_m50,6,505.712s,500,50,1583903480,1500,10,52,1125.55
20200311165129,MDG-b_5_n500_m50,7,503.448s,500,50,1583900939,1500,10,54,1130.82
20200311165954,MDG-b_5_n500_m50,8,503s,500,50,1583884753,1500,10,53,1089.64
20200311170819,MDG-b_5_n500_m50,9,500.525s,500,50,1583889161,1500,10,52,1075.5
20200311171641,MDG-b_6_n500_m50,0,500.764s,500,50,1583900078,1500,10,54,1089.94
20200311172504,MDG-b_6_n500_m50,1,505.735s,500,50,1583886993,1500,10,51,1089.03
20200311173331,MDG-b_6_n500_m50,2,506.581s,500,50,1583905592,1500,10,57,1101.63
20200311174159,MDG-b_6_n500_m50,3,504.3s,500,50,1583893810,1500,10,53,1085.12
20200311175025,MDG-b_6_n500_m50,4,503.82s,500,50,1583908492,1500,10,54,1085.87
20200311175851,MDG-b_6_n500_m50,5,503.751s,500,50,1583907546,1500,10,52,1099.67
20200311180716,MDG-b_6_n500_m50,6,503.621s,500,50,1583891867,1500,10,52,1089.13
20200311181541,MDG-b_6_n500_m50,7,503.438s,500,50,1583893522,1500,10,57,1133.83
20200311182406,MDG-b_6_n500_m50,8,500.098s,500,50,1583921468,1500,10,53,1101.54
20200311183228,MDG-b_6_n500_m50,9,502.398s,500,50,1583921539,1500,10,55,1102.08
20200311184052,MDG-b_7_n500_m50,0,508.993s,500,50,1583901200,1500,10,53,1067.94
20200311184923,MDG-b_7_n500_m50,1,503.418s,500,50,1583919633,1500,10,54,1135.78
20200311185748,MDG-b_7_n500_m50,2,506.061s,500,50,1583895447,1500,10,55,1145.69
20200311190616,MDG-b_7_n500_m50,3,501.271s,500,50,1583919806,1500,10,56,1140.63
20200311191439,MDG-b_7_n500_m50,4,505.336s,500,50,1583908154,1500,10,52,1105.5
20200311192306,MDG-b_7_n500_m50,5,506.956s,500,50,1583904615,1500,10,53,1108.09
20200311193134,MDG-b_7_n500_m50,6,507.419s,500,50,1583917244,1500,10,54,1162.28
20200311194003,MDG-b_7_n500_m50,7,501.066s,500,50,1583894864,1500,10,54,1096.38
20200311194826,MDG-b_7_n500_m50,8,505.519s,500,50,1583908808,1500,10,55,1127.42
20200311195653,MDG-b_7_n500_m50,9,508.467s,500,50,1583904554,1500,10,55,1066.65
20200311200523,MDG-b_8_n500_m50,0,505.985s,500,50,1583913397,1500,10,55,1111.2
20200311201351,MDG-b_8_n500_m50,1,508.384s,500,50,1583924675,1500,10,50,1086.63
20200311202221,MDG-b_8_n500_m50,2,503.859s,500,50,1583909560,1500,10,52,1085.6
20200311203046,MDG-b_8_n500_m50,3,506.868s,500,50,1583898317,1500,10,53,1074.15
20200311203915,MDG-b_8_n500_m50,4,508.807s,500,50,1583929852,1500,10,55,1161.2
20200311204745,MDG-b_8_n500_m50,5,507.203s,500,50,1583916612,1500,10,52,1126.18
20200311205614,MDG-b_8_n500_m50,6,500.426s,500,50,1583908868,1500,10,52,1127.88
20200311210436,MDG-b_8_n500_m50,7,501.477s,500,50,1583901399,1500,10,54,1106.68
20200311211259,MDG-b_8_n500_m50,8,500.598s,500,50,1583930037,1500,10,57,1131.81
20200311212122,MDG-b_8_n500_m50,9,513.819s,500,50,1583918735,1500,10,54,1145.67
20200311212957,MDG-b_9_n500_m50,0,508.029s,500,50,1583900729,1500,10,56,1090.85
