CurrentTime,Instance,Number,Spend_time,nb_nodes,nb_sub_nodes,Seed,Iter_Max,Cycle,Generation,Local_Best_Obj,,,
2.02003E+13,MDG-a_6_n500_m50,4,503.128s,500,50,1583991960,1500,10,56,10.82,,,
2.02003E+13,MDG-a_6_n500_m50,5,508.687s,500,50,1584021302,1500,10,54,11.4,,,
2.02003E+13,MDG-a_6_n500_m50,6,503.072s,500,50,1583994642,1500,10,56,11.24,,,
2.02003E+13,MDG-a_6_n500_m50,7,503.976s,500,50,1584004747,1500,10,56,11.43,,,
2.02003E+13,MDG-a_6_n500_m50,8,502.66s,500,50,1584000343,1500,10,56,10.27,,,
2.02003E+13,MDG-a_6_n500_m50,9,502.202s,500,50,1583995761,1500,10,53,10.89,,,
2.02003E+13,MDG-a_7_n500_m50,0,501.236s,500,50,1583994462,1500,10,55,10.68,,,
2.02003E+13,MDG-a_7_n500_m50,1,508.244s,500,50,1584013188,1500,10,58,11.22,,,
2.02003E+13,MDG-a_7_n500_m50,2,507.543s,500,50,1583995921,1500,10,50,11.33,,,
2.02003E+13,MDG-a_7_n500_m50,3,501.322s,500,50,1584010597,1500,10,56,11.59,,,
2.02003E+13,MDG-a_7_n500_m50,4,501.802s,500,50,1584008222,1500,10,55,11.06,,,
2.02003E+13,MDG-a_7_n500_m50,5,500.436s,500,50,1584016089,1500,10,52,11.01,,,
2.02003E+13,MDG-a_7_n500_m50,6,507.49s,500,50,1584020224,1500,10,58,11.01,,,
2.02003E+13,MDG-a_7_n500_m50,7,509.159s,500,50,1584011833,1500,10,59,11.26,,,
2.02003E+13,MDG-a_7_n500_m50,8,502.843s,500,50,1584021943,1500,10,53,11.53,,,
2.02003E+13,MDG-a_7_n500_m50,9,510.237s,500,50,1584003249,1500,10,55,11.02,,,
2.02003E+13,MDG-a_8_n500_m50,0,505.3s,500,50,1584016911,1500,10,56,11.2,,,
2.02003E+13,MDG-a_8_n500_m50,1,509.15s,500,50,1584007277,1500,10,52,11.02,,,
2.02003E+13,MDG-a_8_n500_m50,2,502.03s,500,50,1584016198,1500,10,57,11.25,,,
2.02003E+13,MDG-a_8_n500_m50,3,500.723s,500,50,1584018146,1500,10,56,11.19,,,
2.02003E+13,MDG-a_8_n500_m50,4,509.072s,500,50,1583999317,1500,10,56,10.2,,,
2.02003E+13,MDG-a_8_n500_m50,5,501.852s,500,50,1584025346,1500,10,57,11.45,,,
2.02003E+13,MDG-a_8_n500_m50,6,503.93s,500,50,1584032501,1500,10,57,10.74,,,
2.02003E+13,MDG-a_8_n500_m50,7,511.494s,500,50,1584003341,1500,10,55,11.27,,,
2.02003E+13,MDG-a_8_n500_m50,8,504.048s,500,50,1584032409,1500,10,53,10.94,,,
2.02003E+13,MDG-a_8_n500_m50,9,507.451s,500,50,1584004788,1500,10,52,10.79,,,
2.02003E+13,MDG-a_9_n500_m50,0,511.173s,500,50,1584031970,1500,10,56,11.12,,,
2.02003E+13,MDG-a_9_n500_m50,1,515.472s,500,50,1584030150,1500,10,54,11.54,,,
2.02003E+13,MDG-a_9_n500_m50,2,507.503s,500,50,1584016272,1500,10,53,10.95,,,
2.02003E+13,MDG-a_9_n500_m50,3,509.326s,500,50,1584033966,1500,10,57,11.38,,,
2.02003E+13,MDG-a_9_n500_m50,4,509.924s,500,50,1584034682,1500,10,55,11.39,,,
2.02003E+13,MDG-a_9_n500_m50,5,501.812s,500,50,1584025348,1500,10,56,11.36,,,
2.02003E+13,MDG-a_9_n500_m50,6,503.966s,500,50,1584023658,1500,10,56,10.73,,,
2.02003E+13,MDG-a_9_n500_m50,7,511.066s,500,50,1584028960,1500,10,55,11.2,,,
2.02003E+13,MDG-a_9_n500_m50,8,506.789s,500,50,1584024247,1500,10,58,11.28,,,
2.02003E+13,MDG-a_9_n500_m50,9,505.292s,500,50,1584037376,1500,10,54,10.69,,,
2.02003E+13,MDG-a_10_n500_m50,0,500.915s,500,50,1584017311,1500,10,54,11.3,,,
2.02003E+13,MDG-a_10_n500_m50,1,501.945s,500,50,1584031215,1500,10,56,10.4,,,
2.02003E+13,MDG-a_10_n500_m50,2,506.702s,500,50,1584033732,1500,10,56,11.33,,,
2.02003E+13,MDG-a_10_n500_m50,3,500.549s,500,50,1584032771,1500,10,54,11.33,,,
2.02003E+13,MDG-a_10_n500_m50,4,501.535s,500,50,1584010753,1500,10,53,10.58,,,
2.02003E+13,MDG-a_10_n500_m50,5,506.076s,500,50,1584037568,1500,10,54,10.69,,,
2.02003E+13,MDG-a_10_n500_m50,6,508.156s,500,50,1584010333,1500,10,53,11.11,,,
2.02003E+13,MDG-a_10_n500_m50,7,502.208s,500,50,1584024774,1500,10,58,11.14,,,
2.02003E+13,MDG-a_10_n500_m50,8,507.556s,500,50,1584013832,1500,10,52,10.93,,,
2.02003E+13,MDG-a_10_n500_m50,9,504.449s,500,50,1584033151,1500,10,57,10.94,,,
2.02003E+13,MDG-a_11_n500_m50,0,506.906s,500,50,1584031974,1500,10,54,11.55,,,
2.02003E+13,MDG-a_11_n500_m50,1,507.572s,500,50,1584020712,1500,10,53,10.66,,,
2.02003E+13,MDG-a_11_n500_m50,2,511.59s,500,50,1584045184,1500,10,53,11.39,,,
2.02003E+13,MDG-a_11_n500_m50,3,500.854s,500,50,1584035767,1500,10,54,11.05,,,
2.02003E+13,MDG-a_11_n500_m50,4,503.928s,500,50,1584035183,1500,10,56,11.18,,,
2.02003E+13,MDG-a_11_n500_m50,5,501.495s,500,50,1584020025,1500,10,57,11.4,,,
2.02003E+13,MDG-a_11_n500_m50,6,506.101s,500,50,1584036458,1500,10,57,11.67,,,
2.02003E+13,MDG-a_11_n500_m50,7,505.135s,500,50,1584021645,1500,10,55,11.01,,,
2.02003E+13,MDG-a_11_n500_m50,8,507.227s,500,50,1584019543,1500,10,55,11.23,,,
2.02003E+13,MDG-a_11_n500_m50,9,505.35s,500,50,1584048320,1500,10,58,10.29,,,
2.02003E+13,MDG-a_12_n500_m50,0,507.176s,500,50,1584029299,1500,10,53,10.67,,,
2.02003E+13,MDG-a_12_n500_m50,1,506.857s,500,50,1584041188,1500,10,55,11.11,,,
2.02003E+13,MDG-a_12_n500_m50,2,507.972s,500,50,1584044348,1500,10,55,11.04,,,
2.02003E+13,MDG-a_12_n500_m50,3,500.641s,500,50,1584038412,1500,10,59,11.38,,,
2.02003E+13,MDG-a_12_n500_m50,4,500.982s,500,50,1584022826,1500,10,57,11.29,,,
2.02003E+13,MDG-a_12_n500_m50,5,508.389s,500,50,1584030869,1500,10,53,11,,,
2.02003E+13,MDG-a_12_n500_m50,6,503.115s,500,50,1584036854,1500,10,53,10.81,,,
2.02003E+13,MDG-a_12_n500_m50,7,500.528s,500,50,1584047537,1500,10,54,11.19,,,
2.02003E+13,MDG-a_12_n500_m50,8,508.963s,500,50,1584027761,1500,10,56,11.16,,,
2.02003E+13,MDG-a_12_n500_m50,9,503.169s,500,50,1584045213,1500,10,53,10.31,,,
2.02003E+13,MDG-a_13_n500_m50,0,506.944s,500,50,1584050521,1500,10,57,10.79,,,
2.02003E+13,MDG-a_13_n500_m50,1,501.978s,500,50,1584050885,1500,10,52,10.84,,,
2.02003E+13,MDG-a_13_n500_m50,2,511.908s,500,50,1584044226,1500,10,56,10.92,,,
2.02003E+13,MDG-a_13_n500_m50,3,504.021s,500,50,1584054932,1500,10,54,11.56,,,
2.02003E+13,MDG-a_13_n500_m50,4,503.019s,500,50,1584030609,1500,10,58,9.74,,,
2.02003E+13,MDG-a_13_n500_m50,5,511.468s,500,50,1584047823,1500,10,55,11.33,,,
2.02003E+13,MDG-a_13_n500_m50,6,500.135s,500,50,1584032804,1500,10,54,11.21,,,
2.02003E+13,MDG-a_13_n500_m50,7,503.119s,500,50,1584028622,1500,10,54,10.99,,,
2.02003E+13,MDG-a_13_n500_m50,8,500.586s,500,50,1584036965,1500,10,57,10.99,,,
2.02003E+13,MDG-a_13_n500_m50,9,504.68s,500,50,1584034762,1500,10,53,11.37,,,
2.02003E+13,MDG-a_14_n500_m50,0,504.18s,500,50,1584045715,1500,10,52,11.29,,,
2.02003E+13,MDG-a_14_n500_m50,1,500.226s,500,50,1584049898,1500,10,51,11.08,,,
2.02003E+13,MDG-a_14_n500_m50,2,509.465s,500,50,1584055395,1500,10,51,11.2,,,
2.02003E+13,MDG-a_14_n500_m50,3,505.908s,500,50,1584036534,1500,10,50,11.08,,,
2.02003E+13,MDG-a_14_n500_m50,4,500.27s,500,50,1584046738,1500,10,53,11.62,,,
2.02003E+13,MDG-a_14_n500_m50,5,510.697s,500,50,1584053390,1500,10,58,11.38,,,
2.02003E+13,MDG-a_14_n500_m50,6,509.196s,500,50,1584054109,1500,10,56,10.95,,,
2.02003E+13,MDG-a_14_n500_m50,7,503.468s,500,50,1584039359,1500,10,53,11.18,,,
2.02003E+13,MDG-a_14_n500_m50,8,508.952s,500,50,1584050884,1500,10,54,10.96,,,
2.02003E+13,MDG-a_14_n500_m50,9,500.957s,500,50,1584052526,1500,10,50,11.1,,,
2.02003E+13,MDG-a_15_n500_m50,0,501.494s,500,50,1584035534,1500,10,53,11.2,,,
2.02003E+13,MDG-a_15_n500_m50,1,506.144s,500,50,1584049962,1500,10,58,11.58,,,
2.02003E+13,MDG-a_15_n500_m50,2,504.217s,500,50,1584047665,1500,10,58,11.52,,,
2.02003E+13,MDG-a_15_n500_m50,3,505.888s,500,50,1584057085,1500,10,57,11.35,,,
2.02003E+13,MDG-a_15_n500_m50,4,505.496s,500,50,1584049698,1500,10,53,10.93,,,
2.02003E+13,MDG-a_15_n500_m50,5,509.348s,500,50,1584049154,1500,10,55,11.38,,,
2.02003E+13,MDG-a_15_n500_m50,6,504.919s,500,50,1584059150,1500,10,54,10.72,,,
2.02003E+13,MDG-a_15_n500_m50,7,500.509s,500,50,1584038975,1500,10,58,10.54,,,
2.02003E+13,MDG-a_15_n500_m50,8,502.041s,500,50,1584063064,1500,10,58,10.65,,,
2.02003E+13,MDG-a_15_n500_m50,9,503.889s,500,50,1584057659,1500,10,56,10.61,,,
2.02003E+13,MDG-a_16_n500_m50,0,505.063s,500,50,1584049235,1500,10,49,10.76,,,
2.02003E+13,MDG-a_16_n500_m50,1,508.798s,500,50,1584051756,1500,10,58,11.09,,,
2.02003E+13,MDG-a_16_n500_m50,2,506.47s,500,50,1584057859,1500,10,56,11.32,,,
2.02003E+13,MDG-a_16_n500_m50,3,509.104s,500,50,1584063333,1500,10,57,11.47,,,
2.02003E+13,MDG-a_16_n500_m50,4,501.341s,500,50,1584042040,1500,10,54,11.13,,,
2.02003E+13,MDG-a_16_n500_m50,5,509.785s,500,50,1584052429,1500,10,52,11.66,,,
2.02003E+13,MDG-a_16_n500_m50,6,501.762s,500,50,1584057199,1500,10,54,10.91,,,
2.02003E+13,MDG-a_16_n500_m50,7,507.121s,500,50,1584055063,1500,10,53,10.15,,,
2.02003E+13,MDG-a_16_n500_m50,8,509.03s,500,50,1584045480,1500,10,55,10.25,,,
2.02003E+13,MDG-a_16_n500_m50,9,500.291s,500,50,1584056961,1500,10,55,10.72,,,
2.02003E+13,MDG-a_17_n500_m50,0,506.463s,500,50,1584052599,1500,10,56,11.17,,,
2.02003E+13,MDG-a_17_n500_m50,1,503.588s,500,50,1584062986,1500,10,53,11.13,,,
2.02003E+13,MDG-a_17_n500_m50,2,504.016s,500,50,1584074708,1500,10,55,11.15,,,
2.02003E+13,MDG-a_17_n500_m50,3,500.192s,500,50,1584049249,1500,10,53,11.16,,,
2.02003E+13,MDG-a_17_n500_m50,4,503.375s,500,50,1584069300,1500,10,55,11.88,,,
2.02003E+13,MDG-a_17_n500_m50,5,506.462s,500,50,1584060715,1500,10,57,11.19,,,
2.02003E+13,MDG-a_17_n500_m50,6,509.7s,500,50,1584060218,1500,10,53,10.82,,,
2.02003E+13,MDG-a_17_n500_m50,7,507.614s,500,50,1584074824,1500,10,55,10.98,,,
2.02003E+13,MDG-a_17_n500_m50,8,503.472s,500,50,1584061864,1500,10,54,11.33,,,
2.02003E+13,MDG-a_17_n500_m50,9,502.69s,500,50,1584078445,1500,10,50,10.86,,,
2.02003E+13,MDG-a_18_n500_m50,0,500.682s,500,50,1584059532,1500,10,56,10.58,,,
2.02003E+13,MDG-a_18_n500_m50,1,500.449s,500,50,1584073790,1500,10,55,10.86,,,
2.02003E+13,MDG-a_18_n500_m50,2,501.059s,500,50,1584052561,1500,10,55,11.3,,,
2.02003E+13,MDG-a_18_n500_m50,3,501.593s,500,50,1584075808,1500,10,57,10.94,,,
2.02003E+13,MDG-a_18_n500_m50,4,502.697s,500,50,1584071495,1500,10,56,10.9,,,
2.02003E+13,MDG-a_18_n500_m50,5,506.124s,500,50,1584076712,1500,10,56,10.95,,,
2.02003E+13,MDG-a_18_n500_m50,6,502.64s,500,50,1584061831,1500,10,51,11.05,,,
2.02003E+13,MDG-a_18_n500_m50,7,506.055s,500,50,1584075711,1500,10,55,10.99,,,
2.02003E+13,MDG-a_18_n500_m50,8,501.612s,500,50,1584079625,1500,10,53,11.09,,,
2.02003E+13,MDG-a_18_n500_m50,9,507.039s,500,50,1584055691,1500,10,56,10.76,,,
2.02003E+13,MDG-a_19_n500_m50,0,507.151s,500,50,1584059186,1500,10,53,11.29,,,
2.02003E+13,MDG-a_19_n500_m50,1,508.737s,500,50,1584083914,1500,10,52,10.64,,,
2.02003E+13,MDG-a_19_n500_m50,2,571.107s,500,50,1584060485,1500,10,51,10.73,,,
2.02003E+13,MDG-a_19_n500_m50,3,505.607s,500,50,1584078272,1500,10,53,11.55,,,
2.02003E+13,MDG-a_19_n500_m50,4,500.076s,500,50,1584067735,1500,10,53,11.14,,,
2.02003E+13,MDG-a_19_n500_m50,5,508.755s,500,50,1584075080,1500,10,55,10.99,,,
2.02003E+13,MDG-a_19_n500_m50,6,501.482s,500,50,1584056226,1500,10,51,10.71,,,
2.02003E+13,MDG-a_19_n500_m50,7,501.975s,500,50,1584075147,1500,10,55,11.52,,,
2.02003E+13,MDG-a_19_n500_m50,8,506.24s,500,50,1584076397,1500,10,55,11.3,,,
2.02003E+13,MDG-a_19_n500_m50,9,500.118s,500,50,1584074275,1500,10,56,11.08,,,
2.02003E+13,MDG-a_20_n500_m50,0,506.931s,500,50,1584072239,1500,10,55,11.15,,,
2.02003E+13,MDG-a_20_n500_m50,1,507.731s,500,50,1584067234,1500,10,54,10.55,,,
2.02003E+13,MDG-a_20_n500_m50,2,501.072s,500,50,1584084161,1500,10,56,11.27,,,
2.02003E+13,MDG-a_20_n500_m50,3,506.466s,500,50,1584067465,1500,10,58,11.64,,,
2.02003E+13,MDG-a_20_n500_m50,4,502.314s,500,50,1584074030,1500,10,55,11.11,,,
2.02003E+13,MDG-a_20_n500_m50,5,507.535s,500,50,1584087181,1500,10,57,10.93,,,
2.02003E+13,MDG-a_20_n500_m50,6,505.217s,500,50,1584076331,1500,10,56,10.81,,,
2.02003E+13,MDG-a_20_n500_m50,7,506.057s,500,50,1584062535,1500,10,55,11.29,,,
2.02003E+13,MDG-a_20_n500_m50,8,504.474s,500,50,1584064748,1500,10,54,11.7,,,
2.02003E+13,MDG-a_20_n500_m50,9,508.602s,500,50,1584084011,1500,10,56,11.01,,,
2.02003E+13,MDG-c_1_n3000_m300,0,6346.39s,3000,300,1584077558,1500,10,1,4577,,,
2.02003E+13,MDG-c_1_n3000_m300,1,4819.26s,3000,300,1584069602,1500,10,1,4701,,,
2.02003E+13,MDG-c_1_n3000_m300,2,5780.34s,3000,300,1584081657,1500,10,1,4340,,,
2.02003E+13,MDG-c_1_n3000_m300,3,5476.85s,3000,300,1584083246,1500,10,1,4803,,,
2.02003E+13,MDG-c_1_n3000_m300,4,4671.84s,3000,300,1584096179,1500,10,1,4659,,,
2.02003E+13,MDG-c_1_n3000_m300,5,3929.79s,3000,300,1584118526,1500,10,1,4665,,,
2.02003E+13,MDG-c_1_n3000_m300,6,4581.87s,3000,300,1584115133,1500,10,1,4734,,,
2.02003E+13,MDG-c_1_n3000_m300,7,4254.47s,3000,300,1584125215,1500,10,1,4691,,,
2.02003E+13,MDG-c_1_n3000_m300,8,7441.8s,3000,300,1584132339,1500,10,2,4273,,,
2.02003E+13,MDG-c_1_n3000_m300,9,4116.07s,3000,300,1584130326,1500,10,1,4606,,,
2.02003E+13,MDG-c_2_n3000_m300,0,5339.36s,3000,300,1584116915,1500,10,1,4368,,,
2.02003E+13,MDG-c_2_n3000_m300,1,5724.35s,3000,300,1584145105,1500,10,1,4488,,,
2.02003E+13,MDG-c_2_n3000_m300,2,4605.79s,3000,300,1584144756,1500,10,1,4803,,,
2.02003E+13,MDG-c_2_n3000_m300,3,9669.7s,3000,300,1584138624,1500,10,1,4646,,,
2.02003E+13,MDG-c_2_n3000_m300,4,6297.53s,3000,300,1584157272,1500,10,1,4781,,,
2.02003E+13,MDG-c_2_n3000_m300,5,6155.83s,3000,300,1584156468,1500,10,1,4523,,,
2.02003E+13,MDG-c_2_n3000_m300,6,4844.23s,3000,300,1584167641,1500,10,1,4647,,,
2.02003E+13,MDG-c_2_n3000_m300,7,5869.99s,3000,300,1584173738,1500,10,2,4581,,,
2.02003E+13,MDG-c_2_n3000_m300,8,4076.69s,3000,300,1584180238,1500,10,1,4708,,,
2.02003E+13,MDG-c_2_n3000_m300,9,3038.38s,3000,300,1584175966,1500,10,1,4661,,,
2.02003E+13,MDG-c_3_n3000_m300,0,6194.54s,3000,300,1584183479,1500,10,1,4495,,,
2.02003E+13,MDG-c_3_n3000_m300,1,3387.93s,3000,300,1584196227,1500,10,1,4931,,,
2.02003E+13,MDG-c_3_n3000_m300,2,4138.81s,3000,300,1584203129,1500,10,1,4830,,,
2.02003E+13,MDG-c_3_n3000_m300,3,3782.03s,3000,300,1584189201,1500,10,1,4688,,,
2.02003E+13,MDG-c_3_n3000_m300,4,4199.31s,3000,300,1584206130,1500,10,1,4564,,,
2.02003E+13,MDG-c_3_n3000_m300,5,6660.69s,3000,300,1584206363,1500,10,1,4426,,,
2.02003E+13,MDG-c_3_n3000_m300,6,5019.05s,3000,300,1584215963,1500,10,1,4558,,,
2.02003E+13,MDG-c_3_n3000_m300,7,7366.44s,3000,300,1584207702,1500,10,2,4584,,,
2.02003E+13,MDG-c_3_n3000_m300,8,3903.8s,3000,300,1584236413,1500,10,1,4960,,,
2.02003E+13,MDG-c_3_n3000_m300,9,3552.2s,3000,300,1584234588,1500,10,1,4739,,,
2.02003E+13,MDG-c_4_n3000_m300,0,4438.44s,3000,300,1584249483,1500,10,1,4635,,,
2.02003E+13,MDG-c_4_n3000_m300,1,6804.02s,3000,300,1584228794,1500,10,1,4627,,,
2.02003E+13,MDG-c_4_n3000_m300,2,5640.27s,3000,300,1584231241,1500,10,1,4797,,,
2.02003E+13,MDG-c_4_n3000_m300,3,4024.2s,3000,300,1584267751,1500,10,1,4464,,,
2.02003E+13,MDG-c_4_n3000_m300,4,3896.7s,3000,300,1584269775,1500,10,1,4436,,,
2.02003E+13,MDG-c_4_n3000_m300,5,3156.68s,3000,300,1584269031,1500,10,1,4759,,,
2.02003E+13,MDG-c_4_n3000_m300,6,5957.91s,3000,300,1584264357,1500,10,1,4511,,,
2.02003E+13,MDG-c_4_n3000_m300,7,6437.8s,3000,300,1584267781,1500,10,1,4621,,,
2.02003E+13,MDG-c_4_n3000_m300,8,3074.27s,3000,300,1584278662,1500,10,1,4704,,,
2.02003E+13,MDG-c_4_n3000_m300,9,6373.29s,3000,300,1584288193,1500,10,1,4679,,,
2.02003E+13,MDG-c_5_n3000_m300,0,5873.27s,3000,300,1584283152,1500,10,1,4517,,,
2.02003E+13,MDG-c_5_n3000_m300,1,3932.72s,3000,300,1584275742,1500,10,1,4602,,,
2.02003E+13,MDG-c_5_n3000_m300,2,3354.37s,3000,300,1584306521,1500,10,1,4972,,,
2.02003E+13,MDG-c_5_n3000_m300,3,5218.36s,3000,300,1584310396,1500,10,1,4404,,,
2.02003E+13,MDG-c_5_n3000_m300,4,4736.75s,3000,300,1584313444,1500,10,1,4655,,,
2.02003E+13,MDG-c_5_n3000_m300,5,5350.32s,3000,300,1584295643,1500,10,1,4742,,,
2.02003E+13,MDG-c_5_n3000_m300,6,6779.59s,3000,300,1584313132,1500,10,2,4673,,,
2.02003E+13,MDG-c_5_n3000_m300,7,4367.97s,3000,300,1584320188,1500,10,1,4711,,,
2.02003E+13,MDG-c_5_n3000_m300,8,5523.17s,3000,300,1584317031,1500,10,2,4641,,,
2.02003E+13,MDG-c_5_n3000_m300,9,4010.03s,3000,300,1584345269,1500,10,1,4686,,,
2.02003E+13,MDG-c_6_n3000_m400,0,15691.4s,3000,400,1584323083,1500,10,1,6057,,,
2.02003E+13,MDG-c_6_n3000_m400,1,8022.03s,3000,400,1584335618,1500,10,1,6190,,,
2.02003E+13,MDG-c_6_n3000_m400,2,7777.03s,3000,400,1584368308,1500,10,1,5762,,,
2.02003E+13,MDG-c_6_n3000_m400,3,12414.5s,3000,400,1584365251,1500,10,1,5807,,,
2.02003E+13,MDG-c_6_n3000_m400,4,15064.1s,3000,400,1584389017,1500,10,1,5767,,,
2.02003E+13,MDG-c_6_n3000_m400,5,10843s,3000,400,1584396636,1500,10,1,5858,,,
2.02003E+13,MDG-c_6_n3000_m400,6,6718.3s,3000,400,1584400521,1500,10,1,6104,,,
2.02003E+13,MDG-c_6_n3000_m400,7,8174.29s,3000,400,1584409268,1500,10,1,5552,,,
2.02003E+13,MDG-c_6_n3000_m400,8,7607.51s,3000,400,1584418740,1500,10,1,6188,,,
2.02003E+13,MDG-c_6_n3000_m400,9,10438.1s,3000,400,1584438588,1500,10,1,6036,,,
2.02003E+13,MDG-c_7_n3000_m400,0,14616.8s,3000,400,1584448872,1500,10,1,5593,,,
2.02003E+13,MDG-c_7_n3000_m400,1,7622.94s,3000,400,1584436899,1500,10,1,6201,,,
2.02003E+13,MDG-c_7_n3000_m400,2,8737.05s,3000,400,1584450140,1500,10,1,5934,,,
2.02003E+13,MDG-c_7_n3000_m400,3,8604.12s,3000,400,1584455363,1500,10,1,5750,,,
2.02003E+13,MDG-c_7_n3000_m400,4,10870.2s,3000,400,1584481577,1500,10,1,5815,,,
2.02003E+13,MDG-c_7_n3000_m400,5,10480.3s,3000,400,1584482916,1500,10,1,5920,,,
2.02003E+13,MDG-c_7_n3000_m400,6,9812.46s,3000,400,1584503943,1500,10,1,5948,,,
2.02003E+13,MDG-c_7_n3000_m400,7,9012.86s,3000,400,1584501581,1500,10,1,5985,,,
2.02003E+13,MDG-c_7_n3000_m400,8,9448.03s,3000,400,1584526082,1500,10,1,5869,,,
2.02003E+13,MDG-c_7_n3000_m400,9,11250.7s,3000,400,1584522282,1500,10,1,5977,,,
2.02003E+13,MDG-c_8_n3000_m400,0,13355.5s,3000,400,1584535131,1500,10,1,5600,,,
2.02003E+13,MDG-c_8_n3000_m400,1,12021.5s,3000,400,1584566601,1500,10,1,5706,,,
2.02003E+13,MDG-c_8_n3000_m400,2,17156.4s,3000,400,1584559441,1500,10,1,6003,,,
2.02003E+13,MDG-c_8_n3000_m400,3,12840s,3000,400,1584594511,1500,10,1,5827,,,
2.02003E+13,MDG-c_8_n3000_m400,4,7631.87s,3000,400,1584609313,1500,10,1,6010,,,
2.02003E+13,MDG-c_8_n3000_m400,5,8795.98s,3000,400,1584594535,1500,10,1,5960,,,
2.02003E+13,MDG-c_8_n3000_m400,6,13768.5s,3000,400,1584602176,1500,10,1,5827,,,
2.02003E+13,MDG-c_8_n3000_m400,7,7898.62s,3000,400,1584626956,1500,10,1,5957,,,
2.02003E+13,MDG-c_8_n3000_m400,8,6738.54s,3000,400,1584618863,1500,10,1,6072,,,
2.02003E+13,MDG-c_8_n3000_m400,9,12558.6s,3000,400,1584629768,1500,10,1,5872,,,
2.02003E+13,MDG-c_9_n3000_m400,0,8187.08s,3000,400,1584648444,1500,10,1,6225,,,
2.02003E+13,MDG-c_9_n3000_m400,1,2.02003E+13,MDG-c_1_n3000_m300,0,3645.87s,3000,300,1584649155,1500,10,1,4716
2.02003E+13,MDG-c_1_n3000_m300,1,3538.55s,3000,300,1584676567,1500,10,1,4579,,,
2.02003E+13,MDG-c_1_n3000_m300,2,4133.72s,3000,300,1584670187,1500,10,1,4743,,,
2.02003E+13,MDG-c_1_n3000_m300,3,4330.91s,3000,300,1584668330,1500,10,1,4802,,,
2.02003E+13,MDG-c_1_n3000_m300,4,5899.25s,3000,300,1584694811,1500,10,1,4420,,,
2.02003E+13,MDG-c_1_n3000_m300,5,6713.77s,3000,300,1584673499,1500,10,1,4529,,,
2.02003E+13,MDG-c_1_n3000_m300,6,4153.19s,3000,300,1584703062,1500,10,1,4769,,,
2.02003E+13,MDG-c_1_n3000_m300,7,3965.24s,3000,300,1584705513,1500,10,1,4659,,,
2.02003E+13,MDG-c_1_n3000_m300,8,3494.22s,3000,300,1584707625,1500,10,1,4554,,,
2.02003E+13,MDG-c_1_n3000_m300,9,3180.65s,3000,300,1584689917,1500,10,1,4621,,,
2.02003E+13,MDG-c_2_n3000_m300,0,5386.56s,3000,300,1584722781,1500,10,1,4692,,,
2.02003E+13,MDG-c_2_n3000_m300,1,4463.42s,3000,300,1584713004,1500,10,1,4664,,,
2.02003E+13,MDG-c_2_n3000_m300,2,3515.27s,3000,300,1584728262,1500,10,1,4616,,,
2.02003E+13,MDG-c_2_n3000_m300,3,3291.9s,3000,300,1584730260,1500,10,1,4680,,,
2.02003E+13,MDG-c_2_n3000_m300,4,5168.67s,3000,300,1584736691,1500,10,1,4705,,,
2.02003E+13,MDG-c_2_n3000_m300,5,4208.43s,3000,300,1584721623,1500,10,1,4518,,,
2.02003E+13,MDG-c_2_n3000_m300,6,4838.2s,3000,300,1584728308,1500,10,1,4750,,,
2.02003E+13,MDG-c_2_n3000_m300,7,6107.01s,3000,300,1584752701,1500,10,2,4581,,,
2.02003E+13,MDG-c_2_n3000_m300,8,4202.55s,3000,300,1584732171,1500,10,1,4693,,,
2.02003E+13,MDG-c_2_n3000_m300,9,4162.74s,3000,300,1584764018,1500,10,1,4705,,,
2.02003E+13,MDG-c_3_n3000_m300,0,3588.16s,3000,300,1584763044,1500,10,1,4639,,,
2.02003E+13,MDG-c_3_n3000_m300,1,5241s,3000,300,1584770579,1500,10,1,4520,,,
2.02003E+13,MDG-c_3_n3000_m300,2,3945.28s,3000,300,1584753931,1500,10,1,4538,,,
2.02003E+13,MDG-c_3_n3000_m300,3,5578.91s,3000,300,1584766613,1500,10,1,4679,,,
2.02003E+13,MDG-c_3_n3000_m300,4,3931.36s,3000,300,1584782010,1500,10,1,4272,,,
2.02003E+13,MDG-c_3_n3000_m300,5,5108.26s,3000,300,1584781398,1500,10,1,4381,,,
2.02003E+13,MDG-c_3_n3000_m300,6,5541.32s,3000,300,1584776364,1500,10,1,4796,,,
2.02003E+13,MDG-c_3_n3000_m300,7,5506.07s,3000,300,1584776706,1500,10,2,4764,,,
2.02003E+13,MDG-c_3_n3000_m300,8,5570.32s,3000,300,1584785430,1500,10,1,4403,,,
2.02003E+13,MDG-c_3_n3000_m300,9,5122.16s,3000,300,1584809025,1500,10,1,4599,,,
2.02003E+13,MDG-c_4_n3000_m300,0,5870.57s,3000,300,1584790459,1500,10,1,4634,,,
2.02003E+13,MDG-c_4_n3000_m300,1,3053.02s,3000,300,1584824544,1500,10,1,4759,,,
2.02003E+13,MDG-c_4_n3000_m300,2,3402.1s,3000,300,1584818808,1500,10,1,4614,,,
2.02003E+13,MDG-c_4_n3000_m300,3,5069.92s,3000,300,1584805623,1500,10,1,4481,,,
2.02003E+13,MDG-c_4_n3000_m300,4,4266.06s,3000,300,1584825101,1500,10,1,4551,,,
2.02003E+13,MDG-c_4_n3000_m300,5,3949.36s,3000,300,1584828888,1500,10,1,4483,,,
